id,pval
NYLYP5033D,1.972587211057544e-4
PKKKH0215X,0.84392263721372
LESEL8838R,0.9237959097831044
VAZXR5103K,0.08800128674437292
LRDDR2217D,0.44901617600838656
RJHWR7450H,0.8154437094202731
VFQAP6994S,4.6227528830058875e-4
OMJTM2169S,0.34149205991253256
INNOG0230Q,0.48206384703144434
VYHFH8353M,6.727861519902945e-4
EVULJ1267J,0.0528329479591921
BWTRK9818Y,0.6405898104910739
VUJYB4473O,0.3503794274306856
BYRRZ8806S,0.4793481922028586
JDXGD6678Z,0.5867852615909651
HRVTY3205U,0.014892437961418183
WCJGQ7534E,0.5273997947247699
GUIHD5818A,0.06738279200578108
TBOYO3401J,0.9661356494459323
ZXEMD3268Y,0.639204874732066
VANXY0150F,3.856537975370884e-4
TTUPO7283V,0.8468674006555229
YLHTC9665Q,0.6321959155150689
JNWRF8445B,0.9423392059104517
ZLNQX2224F,0.907743379893247
KYRAB9703I,0.31478172238660046
ETJTW2830D,0.04211285993270576
JPYGJ0110C,0.6119608101234771
APZZY4859T,0.26347015661373735
XIGEV9591T,0.2544152563340031
VQNJJ9499Z,2.959415656514466e-4
REEWP5456Z,0.28419096880429423
FQDCW4966Y,8.162816085387021e-4
AZOLW4431D,0.4416619920935482
HAIVH4531O,0.71784937213175
FGCZO8209L,0.8267558074938134
IXSLC8163P,0.11237763128476218
GXSUJ0834P,0.7348766187410801
KEJQY5028A,0.9451505445013754
JSNSP5503N,0.6056270402574446
NKBIK3608C,0.18748053297773004
WNHHL6567T,0.687036781176459
NBJAV1523Q,6.431801072321832e-4
POPEF6992H,0.03840145828598179
YSLGO9674P,0.3969750134649221
ERHUB0743A,0.8051651390276383
XGHVP7857B,0.38166367953340524
PLIKX1593Q,0.6616381762258243
LGWHK5122D,0.5175400090187322
MYCZF1412C,0.5664450050082523
YRBRE2846D,0.005926638228120282
SUOQI1458R,0.6287795165115967
XWRKX5861A,0.3654016118103173
FOPEN1755M,0.08489309310121462
YGTKB1094L,0.7419040273840074
QIYUI9767D,0.6287261443848255
EVHMF8125G,0.6599531662608497
QXDKZ6226F,0.9651538554728031
VAWRA9865O,0.2969562012460083
CEONK3520N,0.890709236991359
XTGFU8780V,0.29202670718193985
UAFKX9182V,0.37435921968123875
TGXHE8950Y,0.5953262770096771
WRZBN7764Q,0.08268975030723959
WQJHS2568N,0.24394735760171898
AUPMI7061E,0.26790157735091635
ZQBWH6142N,0.6216408342379145
RRQLJ3141F,0.014140703693963589
PUDYU4222J,0.3560676762619987
DHLLB8813H,0.5703514545748476
EBCTR6141G,0.4307966920894105
TPMZP3246S,0.0353709523123689
UTXGC4931B,0.06137142061861232
UQJMC1066F,0.27089650818682276
SKIMK3312Q,0.7711373129156418
UKBUP9263M,0.11405095786158927
DNVPC2444P,0.49756605956703426
OMQBP9109X,5.081989772152156e-4
FBPRD4348Z,0.5197981595331803
FAIQZ0660Y,0.8751766171762719
VYTBJ2894E,2.2561065992340447e-4
BFBUQ1350R,0.04114461827115156
OWQTM1675A,0.09542013285122812
NYHKU9549V,0.7215996222652029
IWJLG2989I,4.614987480454147e-4
XNSPQ8768P,0.07216625278932043
FMDLS5926C,0.7325723685030825
UAPQB7379E,0.5032345854993909
VOBBB3496R,0.90259741448774
WAYFM3541B,0.15470038572489284
ABTSE4259K,0.06604811365623027
TFGAO7534F,0.1296077127235476
NOUGX8940E,0.43131970199523495
CQGWJ9074L,0.17746954101580195
EYDCP4641V,0.5646208194440696
FACRP3361E,0.2085558956428431
OEPRY9842F,0.07945505834347569
IKEAU1191I,0.4736934276875108
NCDMN4635I,0.775021963182604
ZNPRE4040S,0.30629962841328234
WTJEK2364H,0.4563493142405059
TYUDA7438U,0.5042904165193904
NMWNH1934Q,0.9873668391550892
VVTFS8996X,0.3137059140056372
XDFNI0865H,0.69745623862301
TPCPI3863K,0.47054241953231396
CXPMB6767Y,0.9393335697602015
KPUYP4343R,6.0959621565416457e-5
VUPHY9476Z,0.12160684455232695
UPEYS3403B,0.09122704881289974
IMGQC2934L,0.5035702736868989
ELHYZ2776E,0.0931277197485324
FLGZC9162C,0.8765414453195408
WRVUM6164F,0.5239753292291425
MYPJW5413Y,4.505906493868679e-4
ZUMMY6512L,0.6189913865160197
XSNHL5528K,0.11877253227541223
HOKCZ4430Z,0.8727595086186193
NSAVI5603H,0.7357031646061223
XIHXU9669U,0.3712148505654186
LWQQM6995H,0.8433107128397096
NCTKE2912A,0.7369486128522549
IVCJK6452P,0.054298860786017034
OHUFC5934T,0.6401623952626251
IQRQB1631N,0.41038520242646337
UHQAC7245L,0.41250916237803176
UWXEG3285W,0.6472759879080113
NXVSE5329T,0.22629234112496488
TAPJK7726P,0.020087722942000254
ZHFEB6074N,0.7451023463995662
PVVKE2217X,0.9173594489130191
NZURR3355B,0.8813453558702021
MEMSP9759P,0.9912593805354554
RTDDI0919O,0.7647919473508373
YZMZM8350A,0.6743536285487935
UGLVT4473U,0.6775654463784303
YTHZT4669B,0.07855043776612729
JNHPQ9437N,0.594569495602278
UDSKM4648K,0.4412289005480707
QTADB2206E,0.00076394182490184905
LXJKM5293V,0.6412472107612993
GAVDS0432H,0.7055782272208017
SSOGA1037B,0.7935273681958206
XYNBX9053K,0.3243783264583908
QVTQT6037T,0.9584052048418671
NOFNZ7690C,0.18504070007894188
SPNDR1079X,0.791974789423868
INWHG0566T,0.6138942566495389
YIPTN1522W,0.7917004842644092
JESHS2678P,0.6183250321603846
EEBYF0629K,0.48437883049552327
ZCAYM0454B,0.7468103647076059
NZSGP9495T,0.42590862439363264
LHUMR2215N,0.3754178504811134
FMIIB4442O,0.45885713199106976
JGPEI9915Z,0.3816954679787159
XEUEE2772U,0.755553987475112
XQQLB9955P,0.8508626700229943
ILVXI8308M,3.2463628798723225e-5
BFLKR7597O,7.480780663900078e-4
IUTWJ1505D,0.08319340691203252
TSXLK6902O,0.3066996068689041
AURDS1666J,0.2790332374384161
TYMPV5135Z,0.9657085675301496
NHUOS3672G,0.6208845029072836
HVKOV4134K,0.6772711312943138
QOOXT5271W,0.4403626753569115
ODKCJ5912J,0.2525975956036709
HNTRQ6479B,0.8300593428278807
ZEESD9354C,0.5542142530335114
GVTWW6940D,0.12976407637074588
IKSMS1357G,0.6260004466804676
ZKNIO3366W,0.0769729126461316
BMSMD4253V,0.8619035169463605
XLSUF4302N,7.005030261352658e-4
NUKGA1899L,0.3248836789338384
KDZZE3305R,0.9653231134123634
XXGDR5458C,0.5525819615954534
DNXWJ7936Y,0.357935609288048
FMQTA1017J,0.8910560068364721
VKRGY7913I,0.9932934658550657
URQLO7154S,0.9361317303767428
YFUEX1872S,1.681528331246227e-4
GUECE8227R,0.4906387703267392
JSVHW1618C,0.8868438928080723
QNCET7757D,0.17143480634130537
XNZPP6423L,8.349108763504773e-4
PJAGQ6906L,0.2089238695697859
NNLUT0430N,0.046200829995563256
NHYCM9897Y,0.4279711061846465
IKSWO7571A,0.2186010527345352
WHUNF0415S,0.4989040836035274
CRTGB8429T,0.08669808515906334
CFWXG4419L,0.06807771076844074
IFKJB7872N,0.7940527889779769
MOASJ3498P,0.32966392009845
PBIQS9709F,0.45295742825535124
QJCWA6895J,0.30188274852838365
WNXLH0142G,0.1619900691031944
WDOPF6209K,9.898217860609294e-5
SZYVV6906P,0.2965121531805489
SYFBM1940I,0.3461711375429295
NNAVO7440I,0.5506766761518084
UKZVD1814N,0.06311717606103047
VCPAJ0101H,0.5901905072967056
DZFTG9123V,0.2885444574116264
HZVVL4162Y,0.3055291737434454
WMGVE6578U,0.255578178410884
OJVYG5519K,0.853897345777601
URCQM1694O,0.5236959801861085
NECOD8359I,0.6444564034920186
KOWNR4727Z,0.19473172420915216
MEHOL5892U,0.15421147209987976
RPAZJ9836H,0.45362716970033945
FTAFJ6257I,0.4041305804790463
TDFWU7824Q,0.6566898905844427
YEUWP7208I,0.2013845875717234
PFGIO2016S,0.6161256800470873
JPICI6888W,0.32235312614263967
HDVVZ9268K,0.04431201433786191
ZTMMH5568W,0.8892313076963183
EEHDV8891X,0.6928304098425433
VLYLO1890X,0.6645682115741074
HUMSZ3019P,0.6940016221706755
CPDLO5870Q,6.461423500441015e-4
ZRYSH6573I,0.7817198260810692
LIMLS8877D,0.9795210139406845
LDESD1709G,0.19598040370410308
XTFVX0928D,0.9485365413425024
ZXTSK6253C,0.33079311851621607
WRZTW3739S,0.44756979651330037
JSPLY9947U,0.19130983799067325
VLYVS9531H,2.8005919069983064e-4
BUDAX4260P,0.806791276160162
ZMSXM2396F,0.501463353385916
ZZGLL3950T,0.9449736729376018
XBNRE5447H,0.3731827208700124
OMOJU8581D,0.4767704027500004
SFXAZ2545S,0.5215490709713194
QWNTP2342V,0.34976422714907673
PQYBN1420Q,0.2626144746162463
GNWEZ0337G,0.6758183467532508
XUUTT4768Y,0.8526539111307356
VVWRE8411A,0.5350712525234558
BHYTH3918D,0.2057442979379557
WNQEB7414G,0.5063704008306377
UMAOC5267U,0.07461923979222775
VKKZG4929S,3.5071801953017714e-4
WLYWB4900S,0.666674114724854
LCUUH5663J,0.7127566655778792
GSSIY8615V,0.43464074287330734
XYSKB8048F,0.50037649498065
ZPAQQ7587J,0.9048311764237005
CEZZC4914Z,0.15469043635344132
CKYYE3973Q,0.08695412231888622
JTYJA5018N,0.09954290675744415
SLTPP7323U,0.24918004686920903
AANNC0671U,4.645161028020084e-4
YIGLF9492P,0.336806573281996
PICQL8287A,0.19582727735326624
DWIMS3898F,0.3518670065111946
LXNAW0489H,0.34137391092302277
BRLUG5730S,0.45485197093640456
SZDAJ7963F,0.8803225739756599
YSMDQ1153I,0.08328839427651838
MTXTI4971H,0.8324567557005211
SYIPY0686C,3.325437754392624e-4
NOBJU9263P,8.001696448773146e-4
OPXFP9423Y,0.5352246563634835
WFNMQ7222S,0.5897145328554325
PYRHI0524T,0.5950256210765802
KQZKB7091P,0.12486213235463947
GCVMU8889O,0.5186560891524423
ELUWB1390F,0.8290406867533456
VYWGT3818T,0.41765848463517613
WLHYE0534M,0.8756022453557234
DEULG7044P,0.30228015677817166
ANNGB8352Z,0.7972138337288052
OJHUV4075N,5.535844301339239e-4
RJPMX6280Q,0.28656053413636984
NINJM8569W,0.9532633922377136
WPOWZ5777V,0.33265716692619024
VEFHD3043R,0.8260450162563938
HOHTF8598J,7.1047623292543e-4
QQGLL3060G,0.9164785333091858
GHNAZ5264I,0.5411952238141093
ZUROF6648X,0.4105722422362305
XGJZO8298Q,0.6867236891686916
CZEPP1251O,0.9382003190233372
OYLQS4017U,0.08791632318263874
KEJCG6325A,0.6590286039100028
KLOTS9483A,0.5598089456746821
MOZET4445W,0.21450208219070918
MGSIE6475A,0.6830539241586812
NPIIK5801G,0.2524044403322041
BRPGK2143W,0.6900747305126861
RPYHD3060I,0.8308325842521154
KABWS1734F,0.6647409412686247
UFHKU4037M,0.70459451803728
HRDLX6932A,0.13552547465567477
GEBZD0846M,0.36399376377114095
SBPEK2574P,9.799423296935857e-4
SXWWD6671R,0.9728965558882338
HAWDP7614W,0.19640508265187964
TKSVA7881P,0.581970743882237
ISHIB3982X,0.20297639675601387
NHFNI4937D,0.2482480237109121
NQHEF1460P,0.035438300776528195
OZHJJ0770P,0.11715736794471741
YPSRS6043D,0.9884485638940241
EUYIV0412T,0.05487388840154745
ZPJOY6557G,0.5512941237934865
BBBDY6381D,0.17250031645409764
SWAWS0221H,9.489485104568303e-4
AKVKZ3802C,0.8243352353221272
LGSOL4365P,0.8855537420534528
TXNGF0800C,0.04086353753739968
CUMTO6925J,0.7314259913412389
CDGXZ6750O,0.6836598654191476
ENAIC0354P,0.13077730896207504
ZKXAO5204J,0.1592177332113497
SGCAZ0002X,0.8041802219636738
ZXDMZ2040H,0.11297860588412732
FATAS3968J,0.4114739192882553
FDTEV6568D,0.49062319069262594
FMYHQ5980G,0.8282640280020424
AGAYZ2574P,0.3907260399227962
INIZR9014V,0.6348422001393046
YMTUI4675W,4.8715105722658335e-4
VGQBT7988H,0.4325143264562357
UYOEK0857S,0.3984825966551434
LETQX9429J,0.6675693485848606
WYKLX8134P,4.927915490698069e-4
LVRZZ2663Y,0.18759022168698722
PSOEL7543O,0.833637499421835
COWDQ2928R,0.6701545162729453
QJLJU2427D,0.015592519697733224
AUSPH8510T,0.19912500169617123
RWHQC6882C,0.34753194895456546
JGEMP7539C,9.066023188643158e-4
NCAKU8941V,6.565811531618237e-5
JSWQL5185S,0.3542797687461134
ZNHCY8227H,0.643672882407438
WUGSS3683K,0.8756067700809799
VZGWO5868I,0.019286753532476723
EBISY7803O,0.5767929069940001
JZKFV5643M,6.490495780017227e-4
RBQRQ3468F,2.8593291458673775e-4
LKYUP5790T,0.7795416878187098
DSVCH7130E,4.415758193936199e-4
UNMQT9116L,0.3225732504327316
MXSRG1373Y,0.21333603027765638
NBOAP5229Y,0.4858866674499586
LFWBG3216Q,0.2566175249912776
KJNRJ3066N,0.22263568718847818
JRKZC8091K,2.7554746391251686e-4
AJNCQ3224U,0.6620833326198626
BUGMR4598Y,0.5065972164946143
LGQTH6106B,0.6897359706384596
MFNZC0564S,5.604630927555263e-4
BCIFZ6681R,7.397230470087379e-4
SPIDL7641A,0.44095976975956
RYRZD5744Y,0.2581734203754459
NTLTW9184D,0.9300235324741807
ARKYM3764O,0.5733660696984735
CAXBG5503P,0.843968369432725
XAIKM9111G,0.830278225278249
KYUAF2216E,0.7835929697633255
EEQTU1185B,0.21832783241127618
SCHFF4516N,0.9585820263971109
FQIVD8368S,0.3050847946912982
BEKPQ9735C,0.296009837502148
JXOFF9404K,0.449457304506097
QWSRU7456N,0.2501893971704412
SAXNC6901Y,0.4192812509601936
BKUXG6060N,0.3416023559346795
QXOMZ8612H,0.7829689635611139
ARORB1600H,0.13926492038811558
MZTBO8482T,9.776732763275503e-4
HEIXT3332U,0.39508987215487285
XUOEX5047C,0.4217208147433121
VEEWQ8660C,0.19210969860642216
CIDLY0397W,0.6880554495786783
KYUXM9318N,0.44038397968839854
OVQBF1129C,0.576597933505429
MMTBH4258Y,0.01754987379000522
LFOXR7184I,0.07505291027366184
ULIVR1995Y,0.3580094249018002
PRLUN9520L,0.9063800033929292
SBDWX2130Q,0.6163378997331019
KQDGW1330K,0.6701373277597595
XSBVU4337L,0.18940009480994194
PBNEQ4596L,0.7987543397438712
GDBJS7238B,0.19178914811718278
ILXOE4847I,0.9281352094586472
ZUOZG7940J,0.5836710841364693
VCTUH2003Q,4.1661236225627366e-4
SPKWS7908E,1.9993906910531224e-4
WISFV5981A,0.028561214517802
UQEWC8527X,0.7956370003547054
QXOLL9360R,0.3193298058132641
IXREX1035Y,0.5585035809297114
GUPYD2675B,0.4601796578026842
XLRSH9353Y,0.1769118100714404
OSEKQ9227L,0.521400902442867
MLMCR5320W,0.5159121439170558
VAAKR4721H,0.281065874138847
JIHMA2942Q,0.8048701566203963
ZKLGQ2265H,9.060486587695777e-4
JSRWE6369D,0.07286575023992918
EWTYL2089V,0.6311480849294457
RTCEA3053M,1.6637219348922372e-4
BFRHR9605E,0.5569850240072701
NRWQR8427U,0.13840843871934339
GEGVC4466O,0.14218631077348254
BBFEL4301I,0.8308387066917494
TIFOG9567T,0.46446546881995165
DVBCC8670K,0.33929943103902044
WYJFM7302U,0.06613299162196927
CGPJI6176G,0.12680392844439484
FZEOZ9092C,0.9528530622490216
XKMAI6332O,0.7279139471866656
VYBUU5292T,0.2664264555114787
QMFGB8852D,0.7257274709905032
ZRYNZ0001F,0.15514832422137262
YVYMO0092S,0.8189973562522791
WDJJS2343O,0.14145493672299198
FQJLQ4039G,0.4033892010010313
SAGRK4786W,0.7767732467772439
QTLUH1941Z,0.6586231035823003
OGRCA1561O,0.41011756514851005
RNDCK6589U,0.19360168588068336
INDMM3689T,0.189011143816635
FDYNW3808I,1.9155710423365236e-4
SKMVZ1720U,0.789578603737289
ZRSSP0215H,0.7657792797104921
ESQVH6650N,0.3427072539285291
BEXWX4672J,0.7037123871098738
MFRJN7160Y,0.2965032544534188
LEVRY8680O,0.37945039248513057
XHXHN7422A,0.30963979604211633
OUVBV7784T,0.1456384996024426
WUNNN3859X,5.416998083237559e-4
AKSRU4600C,0.06610922780120745
HSXLU3377R,0.5693957103937864
ZYTUP4839H,0.9685417349606287
UMQYX5976L,0.708805045981193
HIXIK3619O,0.48974192154011686
PHOJG4559I,0.9811868580784648
XHBSL1080Q,0.8999209923974704
AESQZ0857M,0.12910211392701604
STKMZ4862K,0.35878280495433135
DVSJT6484T,0.10678911202214658
VWNFK6152I,0.4228250477400143
WZZFQ6127T,0.08529551755543799
RXFDE5454W,0.9388157202694565
VRJMO3628Y,0.3398577918582596
KJMKQ5928T,0.4509546429256443
HZHTZ1096J,0.7339803079531994
NGXGK5351X,0.9074469556121622
LBGWZ3589M,0.42717235738644377
NGSPJ0594Q,0.01625186704425141
HULND2125U,0.10674387663207018
BGZMT2637K,0.14533912109653466
FRBUL1044G,0.037898798362817614
CTJKB5715V,0.07104961349046789
MXVHL8195H,0.7224194655916654
TODXK2857P,0.3555299245393835
GJLEN4327B,0.6382926868174691
YAWGN7278P,0.5779115778021514
KLRYC2712N,0.32173056483804247
MOCVZ7736K,0.8733884098418057
ZIVLU8708J,0.41548723010509275
NFAAF0832D,0.9163365290879738
UTJXO1970P,9.71035637659952e-4
CXGNY6255V,0.660154233346926
DZMWE0296Q,0.9875956356220413
ECEQQ4239Y,0.32904115713154897
FHOKJ5914B,0.8764502981449478
QUQID3991K,0.9817458713345695
TSGSI5370E,0.11986326087568887
OSABY8779G,0.4629200626667589
AKDYD2988V,0.537163338898914
YTLMB4630M,0.8626229163962417
IJXQD3063Q,0.6920176474913023
ZIGUV9046V,0.5498452464304865
MUHZL1359Z,0.4866443297052756
NTYHI9343L,0.5748259470772464
WTYTS2899J,0.7230647796143312
WSGNF9638U,0.24494834042922595
ZTSUD5168U,0.21351653059991077
IKSTM4680U,0.2969631842975505
XVUHO2395B,0.1927926513745915
DOYVU6171E,0.3630524306527805
GSLIG1553Z,0.9503425605522934
YTCLG5953E,0.4607735411925241
ILHBU6924Q,0.4112829881170765
HDMGG4606Q,0.17015664949291387
ACBBU5374T,0.014119997836649419
CTFLR8936S,1.07734234072268e-4
UJBQF4965Q,8.813340242486448e-4
QPRXO5101T,0.0779756753121037
XPPIF6089O,0.84957058731094
ODWYP5681H,0.19936378498282284
SBBUC9379P,0.5058571805015672
TUDLY1270U,0.5375658077793196
CMRGV4429W,0.2512034952582326
LTHAD9641K,9.575937595218421e-5
QFRJO6976D,0.1968681174442172
PDEWK9665S,0.7381719740752597
TNQUY8304I,0.05727538150502369
DDMUJ7462S,0.19922112832474523
UPEYO3910B,0.8727556284219027
IBNEF0732X,0.38238819799595514
XBZJX2628B,0.18851727795158513
GWAGV1719K,0.73092175254412
RKVWL6674L,0.2746761233289726
RKMWI3881U,0.22508439741539768
LHTCE5013W,0.1314732239411678
BSYHG6299Z,0.2309050230118446
XNHCL5424R,0.39665675383154303
WSIYW8064Q,3.36746713379398e-4
NPGSC7432K,0.2823965780895669
ZCNXQ5230B,0.33902799427579156
SACWG5570T,0.40744380932697094
CJZVK0676V,0.2795508406080771
KKNLS8177L,8.005724637769163e-5
ZUAJA7770O,0.9246766609402839
YJDEF1798D,0.33993842630949805
DAIGP2994R,0.7625472672735341
ZBATT8779L,0.5142107783716637
YJNCX4794P,0.574627411353169
XFZYG4945A,0.052986121527384966
CIUGD1565T,0.5587154970755801
BHQTK0396D,0.1883064550154377
QESIU0363P,0.2797244648737833
PLRYI2001D,0.084143686207477
TJBIS2202U,0.06266915801609867
GLTUS2756Y,0.7601714273828547
SXMDV8445S,0.4356121287920978
YSXVY6819I,0.15094326651282608
USIJH7309I,0.06752728409320116
JLJNG9367Y,0.951303690303117
JPWKA8646P,0.8525765414224006
JQXJY6383B,0.9851657062729355
DZAAA2754O,0.35368000993551685
OCYPG0883P,0.1907834435540717
LRETW2050A,0.63554725714284
HTHRZ3484F,0.6915580960838125
MCVJR0451P,4.5563157508149747e-4
OHOET0692Z,0.8391091627061833
RLZUR0187G,0.854617485586321
AHDNR9723J,0.6305545890475623
DCLXR0098V,0.3571268222660292
XFXZT9455A,0.41649741752585395
IEXNF2318A,0.988679503982421
EMSAC9713K,0.8113079086409416
ODXFT9594D,0.6487043245581444
BKBFN7424B,0.06878466042038053
HGNMH1290D,0.4532931180710439
PUKJP4555O,0.8847618855936453
HVQGO6128H,0.33701904603443106
OBQQD5923C,3.600809520576149e-4
ETKYO0621D,0.22463500029803254
MSAFH1381D,0.9061107188572641
PGFRX1316E,0.2992707676622085
DYJZD8412M,0.5667875464577228
NUTSH4012D,7.811027544084937e-4
RTYAI9564M,0.9921151471985504
JBYSZ1551A,0.9196937438105233
AFCFW3880J,0.3290333053271752
QRFQQ4094J,0.7502823594729416
YWRKT6805U,5.951182516291737e-4
PWNFP8433M,5.468568543437869e-4
VLKIJ0448L,0.6539427938812878
IXDWE1489A,0.0429231011562515
JPKZR4464O,0.8289157184611541
GJGAH0263H,0.7307058385070413
GMRYN4537N,0.211072714230977
GRCLZ7028G,0.10430474990024231
RQXWE7241G,0.4050104461363517
JTLIU2582T,0.23353980009187944
BULGL8359L,0.8058215565721039
CRFEN5486Z,0.6455101239194628
YRNID6553H,8.945720342453569e-4
DIONN6428X,0.8985436146717984
MQGON0231U,0.33780497869313697
KEKIQ5888Q,0.3403625684215222
SAGYQ2057T,0.13120063209719957
HESMI4001A,0.29771736433100887
IOBQY3108Y,0.45699656812893225
EXZYM2906Y,0.8211185017703101
NGXNF2196J,0.8033012169182766
FGHVX6643S,0.9874896698733792
XXYVM5799D,0.8353567866287194
KAMCW6205E,0.9849682281711138
GWFWZ1101M,0.14633264055801556
OXTXE4593G,0.8513459792037029
HCAYG1992F,0.27471854847227223
YRSOL8556L,0.19101804822101257
PQBZJ2989G,0.2570755063635297
SRFPK2840D,0.3512055634583812
LQWJZ6110X,0.7977669166710694
VIMQR1721B,0.23321889000642113
WVTGB2912A,0.13965648903721012
FKTAO4430N,0.5697768030699808
ZNDSA6640Z,0.3157543271179311
DSQOA1327Y,0.32850959088257514
MZNAC9845I,0.03197296784515492
LZPGX4915K,0.6803467030941974
HEKIM3522Z,0.8010276528445538
HJHCP6772R,0.4329365049775224
BMVLF9289P,0.4638401000597514
KBJJS6647R,0.5761362715053838
UYVZG7655B,0.8075318894609809
VAXCP8134Q,0.6550145885543898
ZAUCX7167Q,0.12431868059001863
MINDR7231Z,0.3435730327644851
FHUVA0867R,0.2908029954340309
DSFFA4407I,0.6831540805443655
FYPXX9464A,0.9174701073225587
WTUTW7801I,0.46982901063910687
BSICQ0915R,0.42326307873264885
ISIQJ1378T,0.8265082745752297
FBTNM3006O,2.7390800323337316e-4
UUDLF0333E,0.10606536113237962
GXJIH9433L,0.0826149217300117
LPKYD1079R,0.2391388041661121
YRDJT3886F,0.007274910524254665
MYLIT8347R,0.8291843600964639
CZGQT6029Z,0.2755367201182526
ROFFC3166Q,0.481175118467072
IKTOE3822K,0.027636940588243307
XNMYU3034S,0.11704688747250475
CXPWQ4437E,0.16214087133668365
BOWRU4713Z,1.7136689904145898e-4
HKMFS9448W,0.07499133651540615
DFECO8659F,0.1685329390533734
IWZWL8201W,9.926938293501734e-4
TSGWZ4305P,0.20112067116098478
QUXLD6290B,0.7650576580211055
XXIFT1034U,0.7992161554910708
SNCET9980X,4.492253039497882e-4
THKMX5863H,0.023410656933672728
UDAQR9516Y,0.7885755389267579
LVUOD6384B,0.05946794827491977
ZLOQO9426S,0.861589314284036
YUHVY3131I,0.1375290673323907
YWWCT0138X,0.05183312788815238
WKFUI8721E,4.06511394539848e-4
YPHTL0152Y,0.3018604419329204
SSIMZ4985J,0.5749605888798833
IUVBZ9489N,0.42149750200239944
AMKHG2447Y,0.9160968512301333
UWYGL3933P,0.33274614791735074
ZJCTB1050A,0.9544925858508796
YDPKQ0680E,3.931272297631949e-4
MULAX5252E,0.7357336225919425
CIFLY0267N,0.5407276247548871
BDRVP9848D,0.06868341826810502
JKEID4411T,0.8623164848268497
RDWWU6923Y,0.2395559664829634
EQYIN0971R,0.8615262525975704
KLPTS7228A,0.5021337277295533
KPILU4724L,0.6230951139177195
UUXWC9480M,0.07795609476300888
DBWVI8519V,0.9382775942969601
CIZUD8256I,0.6548966910031159
CZLRH7689K,0.43213526482414455
INUID5888J,0.4158380101691
MJOOT3861V,0.6460475425620098
FMAXQ2724U,0.3190467282272875
SCOPA1015V,0.006752977546304465
ANXKV3451N,0.6372521744568367
VOSQZ8480R,0.6796806522787083
GNKYT1321V,0.4771916880956851
GSMNB0450S,0.28553783969860524
NITHX7078L,0.9491712428573519
IXGQX8594I,0.8842576267931145
KYYMZ4021J,0.2684010960406158
WGZBL4801E,2.899621545802802e-4
CSTSS5212Q,0.48294016208313406
